LOGOTIME,trap-xcor,trap-ycor
2010-01-01 12:00:14.679,-16,12
2010-01-01 12:00:14.692,-10,-11
2010-01-01 12:00:14.742,-8,-1
2010-01-01 12:00:14.838,-6,-5
2010-01-01 12:00:14.844,-5,3
2010-01-01 12:00:14.905,-7,-4
2010-01-01 12:00:14.906,-13,-1
2010-01-01 12:00:14.914,-11,12
2010-01-01 12:00:14.930,-16,14
2010-01-01 12:00:14.949,-16,-10
2010-01-01 12:00:14.960,-4,-5
2010-01-01 12:00:14.970,-5,-14
2010-01-01 12:00:14.977,-8,4
2010-01-01 12:00:14.982,-5,-4
2010-01-01 12:00:14.990,-16,-3
2010-01-01 12:00:15.021,-6,-1
2010-01-01 12:00:15.022,-8,14
2010-01-01 12:00:15.022,-4,-6
2010-01-01 12:00:15.043,-2,-15
2010-01-01 12:00:15.047,-6,-11
2010-01-01 12:00:15.065,4,-14
2010-01-01 12:00:15.068,15,-14
2010-01-01 12:00:15.126,-12,6
2010-01-01 12:00:15.130,-12,-13
2010-01-01 12:00:15.131,-7,-9
2010-01-01 12:00:15.141,-8,-8
2010-01-01 12:00:15.158,-10,16
2010-01-01 12:00:15.189,-5,-13
2010-01-01 12:00:15.210,-5,2
2010-01-01 12:00:15.212,-9,-11
2010-01-01 12:00:15.234,-15,5
2010-01-01 12:00:15.241,-10,-13
2010-01-01 12:00:15.246,-12,-7
2010-01-01 12:00:15.285,-10,-12
2010-01-01 12:00:15.286,1,-14
2010-01-01 12:00:15.366,-11,-6
2010-01-01 12:00:15.368,-15,-4
2010-01-01 12:00:15.420,-9,-13
2010-01-01 12:00:15.455,-16,1
2010-01-01 12:00:15.497,-14,-10
2010-01-01 12:00:15.498,-15,10
2010-01-01 12:00:15.525,-14,-14
2010-01-01 12:00:15.530,-10,-4
2010-01-01 12:00:15.537,-3,-2
2010-01-01 12:00:15.539,-13,9
2010-01-01 12:00:15.547,-8,-13
2010-01-01 12:00:15.604,-14,4
2010-01-01 12:00:15.612,-12,7
2010-01-01 12:00:15.626,9,-16
2010-01-01 12:00:15.682,6,-15
2010-01-01 12:00:15.688,-2,-11
2010-01-01 12:00:15.699,-3,-8
2010-01-01 12:00:15.701,-12,12
2010-01-01 12:00:15.707,16,-11
2010-01-01 12:00:15.732,-6,-2
2010-01-01 12:00:15.761,-11,-16
2010-01-01 12:00:15.783,-14,-6
2010-01-01 12:00:15.801,-13,-15
2010-01-01 12:00:15.831,-7,-16
2010-01-01 12:00:15.861,-2,-12
2010-01-01 12:00:15.871,-3,5
2010-01-01 12:00:15.883,-12,-16
2010-01-01 12:00:15.896,8,-14
2010-01-01 12:00:15.933,-11,-10
2010-01-01 12:00:15.937,-14,13
2010-01-01 12:00:16.015,5,-14
2010-01-01 12:00:16.030,-11,-9
2010-01-01 12:00:16.079,-6,-4
2010-01-01 12:00:16.139,-9,-9
2010-01-01 12:00:16.178,-12,-14
2010-01-01 12:00:16.244,15,-13
2010-01-01 12:00:16.245,-13,-2
2010-01-01 12:00:16.251,-11,-7
2010-01-01 12:00:16.265,-9,13
2010-01-01 12:00:16.267,-13,14
2010-01-01 12:00:16.283,-14,-8
2010-01-01 12:00:16.291,-4,-14
2010-01-01 12:00:16.366,-6,-12
2010-01-01 12:00:16.413,-13,-11
2010-01-01 12:00:16.415,-8,-9
2010-01-01 12:00:16.417,-4,-13
2010-01-01 12:00:16.438,-2,9
2010-01-01 12:00:16.449,-12,-11
2010-01-01 12:00:16.463,-16,15
2010-01-01 12:00:16.488,14,-14
2010-01-01 12:00:16.496,-8,-16
2010-01-01 12:00:16.542,-12,-4
2010-01-01 12:00:16.656,10,-15
2010-01-01 12:00:16.682,-10,-10
2010-01-01 12:00:16.685,-6,-13
2010-01-01 12:00:16.725,-12,14
2010-01-01 12:00:16.753,-6,-14
2010-01-01 12:00:16.787,-3,-13
2010-01-01 12:00:16.816,-10,-8
2010-01-01 12:00:16.834,16,-12
2010-01-01 12:00:16.843,-9,-16
2010-01-01 12:00:16.853,-12,15
2010-01-01 12:00:16.877,-2,-9
2010-01-01 12:00:16.879,-2,-16
2010-01-01 12:00:16.888,-14,14
2010-01-01 12:00:16.914,-8,-12
2010-01-01 12:00:16.922,1,-9
2010-01-01 12:00:16.971,-11,4
2010-01-01 12:00:16.982,-14,-3
2010-01-01 12:00:17.034,13,-9
2010-01-01 12:00:17.073,-10,-16
2010-01-01 12:00:17.092,-13,-16
2010-01-01 12:00:17.092,-10,13
2010-01-01 12:00:17.095,-15,-11
2010-01-01 12:00:17.099,-8,-7
2010-01-01 12:00:17.107,-8,-14
2010-01-01 12:00:17.153,-15,16
2010-01-01 12:00:17.171,-6,-10
2010-01-01 12:00:17.182,-3,2
2010-01-01 12:00:17.249,0,13
2010-01-01 12:00:17.320,-6,-16
2010-01-01 12:00:17.334,-13,-10
2010-01-01 12:00:17.367,-16,-9
2010-01-01 12:00:17.370,1,-13
2010-01-01 12:00:17.386,-15,-12
2010-01-01 12:00:17.402,-1,-7
2010-01-01 12:00:17.430,-14,-11
2010-01-01 12:00:17.437,0,-15
2010-01-01 12:00:17.585,-15,-16
2010-01-01 12:00:17.623,-13,15
2010-01-01 12:00:17.631,-16,-12
2010-01-01 12:00:17.682,-16,11
2010-01-01 12:00:17.710,-7,-12
2010-01-01 12:00:17.715,-10,-14
2010-01-01 12:00:17.765,-12,-9
2010-01-01 12:00:17.783,-5,-16
2010-01-01 12:00:17.783,-15,-15
2010-01-01 12:00:17.792,-11,15
2010-01-01 12:00:17.806,-11,-4
2010-01-01 12:00:17.816,-14,-2
2010-01-01 12:00:17.867,-4,-16
2010-01-01 12:00:17.901,-10,-5
2010-01-01 12:00:18.001,-14,-16
2010-01-01 12:00:18.039,-10,15
2010-01-01 12:00:18.060,-14,12
2010-01-01 12:00:18.089,-4,-15
2010-01-01 12:00:18.117,-5,-11
2010-01-01 12:00:18.132,-16,16
2010-01-01 12:00:18.294,-15,-13
2010-01-01 12:00:18.306,4,15
2010-01-01 12:00:18.373,-13,-12
2010-01-01 12:00:18.399,-15,-14
2010-01-01 12:00:18.430,-15,-7
2010-01-01 12:00:18.523,-11,-14
2010-01-01 12:00:18.590,-15,15
2010-01-01 12:00:18.655,-12,-15
2010-01-01 12:00:18.699,-16,13
2010-01-01 12:00:18.795,-16,-8
2010-01-01 12:00:18.975,-3,-15
2010-01-01 12:00:18.978,-16,-11
2010-01-01 12:00:19.093,-12,11
2010-01-01 12:00:19.130,-13,-5
2010-01-01 12:00:19.152,-16,6
2010-01-01 12:00:19.289,-14,16
2010-01-01 12:00:19.298,-13,-8
2010-01-01 12:00:19.561,-15,-2
2010-01-01 12:00:19.631,-12,-12
2010-01-01 12:00:19.764,-11,-15
2010-01-01 12:00:19.950,-16,-7
2010-01-01 12:00:19.982,-14,-13
2010-01-01 12:00:20.623,-16,-4
2010-01-01 12:00:21.091,-11,-13
2010-01-01 12:00:21.553,-14,-15
2010-01-01 12:00:22.171,-14,-9
